record_id,timestamp,equipment_id,plant_zone,process_type,material_batch_id,ambient_temperature_c,ambient_humidity_pct,dsc_heat_flow_mw,sample_temperature_c,reference_temperature_c,thermal_gradient_c,heating_rate_c_min,cooling_rate_c_min,infrared_mean_temp_c,infrared_max_temp_c,thermal_hotspot_area_pct,phase_transition_onset_c,phase_transition_peak_c,transition_enthalpy_j_g,heat_dissipation_rate_w,sensor_voltage_v,sensor_current_ma,vibration_level_mm_s,mqtt_latency_ms,packet_loss_pct,edge_cpu_usage_pct,rolling_noise_index,anomaly_score,remaining_useful_life_h,fault_type,fault_state,maintenance_required
2636,2025-01-10 03:35:00,CAL-002,Materials-QC,polymer_curing,BATCH-2832,28.04,50.33,150.72,167.04,163.51,3.53,9.48,4.06,174.46,194.74,20.08,121.71,137.1,137.02,52.9,3.228,56.02,2.724,74.28,3.26,57.08,0.188,0.37,714.8,minor_phase_transition_shift,Warning,1
2637,2025-01-10 03:40:00,CAL-015,Battery-Lab,material_characterization,BATCH-3002,29.17,60.04,86.86,89.65,85.81,3.84,5.39,5.0,90.45,97.06,4.36,75.12,88.95,114.06,72.53,3.285,44.73,0.103,27.33,0,46.06,0.124,0.102,955.5,none,Normal,0
2638,2025-01-10 03:45:00,CAL-001,Reactor-Line-A,material_characterization,BATCH-9264,31.87,52.45,123.33,115.79,111.02,4.77,10.51,4.61,123.61,157.64,22.69,75.75,95.94,117.51,56.05,3.218,68.16,2.222,59.68,3.61,62.9,0.339,0.498,570.5,incipient_overheating,Warning,1
2639,2025-01-10 03:50:00,CAL-011,Polymer-Unit,energy_storage_testing,BATCH-5887,24.4,51.27,115.88,71.63,66.52,5.11,7.56,6.26,73.39,83.64,7.42,55.38,69.62,101.0,53.9,3.293,40.66,0.546,32.87,0.91,32.24,0.141,0.195,839.5,none,Normal,0
2640,2025-01-10 03:55:00,CAL-017,Battery-Lab,thermal_manufacturing,BATCH-6598,27.78,44.23,110.02,202.27,197.7,4.57,8.89,6.41,204.06,219.01,19.4,167.68,185.17,130.4,72.09,3.268,57.84,0.614,51.08,1.16,58.39,0.214,0.285,700.9,none,Normal,0
2641,2025-01-10 04:00:00,CAL-024,Battery-Lab,energy_storage_testing,BATCH-2328,28.08,56.06,109.63,91.46,86.37,5.09,14.22,5.69,101.73,133.17,21.5,60.48,79.07,123.38,45.48,3.246,61.74,2.563,57.21,2.38,59.55,0.33,0.491,498.5,minor_phase_transition_shift,Warning,1
2642,2025-01-10 04:05:00,CAL-014,Materials-QC,material_characterization,BATCH-9874,31.17,68.62,127.54,108.59,106.67,1.92,9.73,7.19,111.59,119.36,18.16,77.5,87.78,112.25,69.22,3.293,59.24,0,55.52,2.42,43.82,0.109,0.178,877.5,none,Normal,0
2643,2025-01-10 04:10:00,CAL-002,Battery-Lab,chemical_processing,BATCH-3361,28.89,50.63,175.56,158.01,150.3,7.71,15.26,1.69,161.71,204.84,42.46,104.52,126.0,164.11,43.02,3.248,85.22,4.374,99.52,5.56,52.96,0.489,0.795,191.8,compound_thermal_instability,Critical,1
2644,2025-01-10 04:15:00,CAL-029,Polymer-Unit,chemical_processing,BATCH-5117,24.65,39.08,105.63,123.63,120.83,2.8,9.78,5.81,125.55,134.05,4.57,101.42,113.77,101.77,76.58,3.249,52.29,1.84,70.04,1.07,48.43,0.041,0.11,843.2,none,Normal,0
2645,2025-01-10 04:20:00,CAL-020,Reactor-Line-B,material_characterization,BATCH-6181,27.48,58.87,111.68,96.2,92.47,3.73,11.15,4.68,96.25,111.79,14.47,74.41,92.75,99.07,51.97,3.257,50.68,1.275,66.72,2.92,59.76,0.151,0.228,662.1,none,Normal,0
2646,2025-01-10 04:25:00,CAL-015,Materials-QC,polymer_curing,BATCH-7261,27.65,49.41,148.39,161.06,158.41,2.65,12.11,5.8,169.44,208.71,15.43,126.67,139.59,131.79,63.02,3.248,50.98,2.58,72.84,2.06,42.21,0.223,0.401,702.0,none,Normal,0
2647,2025-01-10 04:30:00,CAL-009,Reactor-Line-B,chemical_processing,BATCH-6046,27.76,49.62,124.99,132.14,127.54,4.6,9.25,5.3,137.51,165.95,7.18,108.96,127.16,101.26,70.2,3.356,51.91,1.438,39.54,1.7,47.46,0.161,0.243,856.3,none,Normal,0
2648,2025-01-10 04:35:00,CAL-005,Polymer-Unit,polymer_curing,BATCH-2582,28.36,48.67,117.55,161.13,157.73,3.4,13.51,5.72,165.65,183.44,38.72,123.98,145.41,114.99,61.01,3.27,67.83,2.952,71.67,4.3,48.43,0.204,0.424,689.3,sensor_drift,Warning,1
2649,2025-01-10 04:40:00,CAL-013,Battery-Lab,energy_storage_testing,BATCH-2265,30.32,46.67,152.84,102.85,97.56,5.29,13.25,7.08,107.45,132.9,26.86,59.99,80.75,126.11,49.16,3.197,63.52,2.828,75.61,1.94,53.24,0.226,0.416,552.4,sensor_drift,Warning,1
2650,2025-01-10 04:45:00,CAL-007,Battery-Lab,chemical_processing,BATCH-2646,25.0,59.16,124.71,134.93,130.43,4.5,5.79,4.41,137.15,148.93,8.95,102.89,114.56,87.09,55.56,3.244,55.12,1.454,52.47,2.87,57.28,0,0.268,909.9,none,Normal,0
2651,2025-01-10 04:50:00,CAL-004,Materials-QC,polymer_curing,BATCH-3339,28.47,48.83,87.17,144.74,144.07,0.67,8.8,5.24,147.99,161.66,8.27,126.06,136.51,88.35,58.0,3.348,39.32,0.617,26.78,0.56,44.55,0.049,0.12,890.5,none,Normal,0
2652,2025-01-10 04:55:00,CAL-009,Reactor-Line-A,polymer_curing,BATCH-4013,28.86,48.54,98.47,142.27,139.79,2.48,8.47,6.6,148.61,153.38,0,127.19,133.37,87.55,74.56,3.306,53.35,0.613,54.92,1.03,43.23,0.163,0.072,941.4,none,Normal,0
2653,2025-01-10 05:00:00,CAL-011,Battery-Lab,energy_storage_testing,BATCH-6225,25.57,40.34,180.67,80.92,74.38,6.54,14.51,4.94,82.99,115.46,19.59,56.6,76.11,161.25,33.84,3.202,68.41,4.634,79.07,4.7,67.18,0.34,0.58,389.4,sensor_drift,Warning,1
2654,2025-01-10 05:05:00,CAL-028,Battery-Lab,thermal_manufacturing,BATCH-4778,28.41,51.48,117.3,189.11,184.08,5.03,11.5,5.44,189.8,197.56,7.62,164.48,175.3,74.26,75.85,3.375,39.74,0.556,41.76,1.42,26.56,0.01,0.109,764.2,none,Normal,0
2655,2025-01-10 05:10:00,CAL-012,Thermal-Manufacturing,chemical_processing,BATCH-9919,30.95,51.1,146.33,140.85,136.83,4.02,12.14,4.24,145.8,165.84,13.16,107.71,122.3,112.02,57.78,3.292,63.73,2.902,56.55,6.15,71.88,0.273,0.42,468.1,sensor_drift,Warning,1
2656,2025-01-10 05:15:00,CAL-001,Reactor-Line-B,energy_storage_testing,BATCH-9080,29.46,68.01,140.35,67.59,65.91,1.68,7.84,5.68,65.06,82.87,6.8,55.92,74.15,64.26,53.16,3.284,63.8,1.866,64.77,2.69,46.8,0.18,0.204,627.0,none,Normal,0
2657,2025-01-10 05:20:00,CAL-024,Thermal-Manufacturing,thermal_manufacturing,BATCH-2016,30.22,52.18,107.53,188.44,185.1,3.34,9.73,5.66,194.86,208.19,4.83,166.76,183.12,108.35,75.17,3.327,53.72,2.13,45.55,1.04,46.99,0.24,0.237,804.4,none,Normal,0
2658,2025-01-10 05:25:00,CAL-029,Battery-Lab,energy_storage_testing,BATCH-1059,28.32,46.21,123.69,80.62,75.66,4.96,12.86,6.13,87.21,106.83,19.65,57.94,73.68,37.92,59.51,3.256,55.38,2.274,61.08,4.17,45.75,0.254,0.351,696.1,none,Normal,0
2659,2025-01-10 05:30:00,CAL-018,Reactor-Line-B,polymer_curing,BATCH-6080,27.21,60.93,93.61,152.66,150.78,1.88,9.63,4.28,158.47,167.66,9.71,121.04,135.87,70.44,57.81,3.243,47.87,1.777,55.21,4.39,44.35,0.182,0.22,836.1,none,Normal,0
2660,2025-01-10 05:35:00,CAL-017,Reactor-Line-A,chemical_processing,BATCH-6251,28.95,43.47,135.59,139.83,135.14,4.69,11.31,4.55,143.11,162.48,10.96,106.22,118.82,167.56,66.52,3.282,51.7,2.023,57.62,2.76,57.89,0.24,0.314,662.7,incipient_overheating,Warning,1
2661,2025-01-10 05:40:00,CAL-025,Polymer-Unit,polymer_curing,BATCH-8412,28.14,50.76,144.37,165.83,161.27,4.56,17.45,4.21,170.15,196.93,59.05,127.92,147.25,191.41,61.13,3.253,61.28,3.172,63.54,3.31,56.34,0.287,0.595,454.7,incipient_overheating,Warning,1
2662,2025-01-10 05:45:00,CAL-007,Reactor-Line-A,energy_storage_testing,BATCH-3585,29.26,56.23,118.33,88.8,85.84,2.96,12.44,4.19,95.47,112.67,26.77,62.49,78.18,58.86,43.05,3.288,55.72,1.843,67.41,3.52,51.48,0.104,0.361,715.6,none,Normal,0
2663,2025-01-10 05:50:00,CAL-027,Polymer-Unit,chemical_processing,BATCH-8549,25.54,42.78,120.91,144.82,138.36,6.46,9.58,4.36,144.67,178.71,21.97,102.42,120.3,82.05,42.99,3.247,71.26,3.591,55.17,3.84,55.36,0.23,0.576,582.0,sensor_drift,Warning,1
2664,2025-01-10 05:55:00,CAL-022,Reactor-Line-A,polymer_curing,BATCH-5552,30.09,47.26,67.44,157.37,151.89,5.48,13.11,5.81,159.47,181.49,23.99,121.42,141.98,101.43,56.35,3.283,66.75,2.726,58.2,4.5,67.22,0.281,0.412,592.1,sensor_drift,Warning,1
2665,2025-01-10 06:00:00,CAL-029,Thermal-Manufacturing,material_characterization,BATCH-7164,29.55,49.11,139.14,106.91,104.42,2.49,10.79,4.75,110.22,128.05,20.28,80.74,95.36,123.07,69.63,3.301,58.34,0.216,57.68,3.31,51.88,0.182,0.293,696.1,none,Normal,0
2666,2025-01-10 06:05:00,CAL-004,Reactor-Line-B,energy_storage_testing,BATCH-7864,30.83,58.14,171.82,123.47,114.03,9.44,17.01,3.44,128.04,156.99,42.01,67.25,88.81,191.07,32.49,3.241,73.04,3.741,98.17,7.87,87.46,0.468,0.742,233.5,compound_thermal_instability,Critical,1
2667,2025-01-10 06:10:00,CAL-001,Materials-QC,material_characterization,BATCH-6985,28.4,51.64,112.27,112.9,109.08,3.82,7.19,4.11,114.02,131.14,10.55,80.49,92.86,108.1,62.41,3.341,51.13,0.407,40.65,1.61,53.24,0.12,0.168,933.9,none,Normal,0
2668,2025-01-10 06:15:00,CAL-019,Polymer-Unit,material_characterization,BATCH-7776,23.63,57.47,91.62,96.73,95.42,1.31,6.84,5.66,98.52,103.34,4.16,79.64,89.21,65.86,82.35,3.294,44.94,0.582,38.76,0,47.97,0.062,0.061,954.3,none,Normal,0
2669,2025-01-10 06:20:00,CAL-028,Thermal-Manufacturing,material_characterization,BATCH-3684,27.45,37.19,107.24,111.13,109.87,1.26,10.88,5.83,113.52,136.91,15.6,83.4,99.5,92.98,60.21,3.243,47.84,2.2,42.82,3.25,46.48,0.148,0.314,835.5,none,Normal,0
2670,2025-01-10 06:25:00,CAL-023,Thermal-Manufacturing,chemical_processing,BATCH-3646,27.96,52.56,119.22,137.57,134.4,3.17,11.65,4.52,140.34,160.66,20.74,108.03,121.29,92.54,62.97,3.245,59.74,1.759,41.14,4.33,57.6,0.286,0.361,688.4,incipient_overheating,Warning,1
2671,2025-01-10 06:30:00,CAL-026,Materials-QC,energy_storage_testing,BATCH-3451,26.21,44.62,87.95,91.32,88.65,2.67,11.85,5.64,92.71,105.37,7.95,58.46,80.2,74.81,44.46,3.284,46.34,1.639,49.53,2.0,53.93,0.083,0.241,583.5,none,Normal,0
2672,2025-01-10 06:35:00,CAL-004,Polymer-Unit,thermal_manufacturing,BATCH-5370,25.74,38.62,145.6,198.15,191.11,7.04,17.04,3.27,204.31,226.52,52.5,165.16,185.56,131.8,42.11,3.18,62.05,4.245,100.17,4.36,62.65,0.426,0.627,531.8,reduced_heat_dissipation,Warning,1
2673,2025-01-10 06:40:00,CAL-023,Reactor-Line-A,chemical_processing,BATCH-5181,29.91,50.5,79.2,112.48,110.99,1.49,6.65,5.61,111.96,116.88,0.81,104.89,118.93,44.7,61.96,3.313,39.87,0.997,36.31,2.72,38.03,0.064,0.091,859.5,none,Normal,0
2674,2025-01-10 06:45:00,CAL-023,Reactor-Line-A,energy_storage_testing,BATCH-5388,26.53,70.85,75.69,93.3,91.02,2.28,9.83,4.56,92.32,102.82,11.1,59.58,73.29,61.7,68.34,3.303,51.02,1.255,42.64,1.52,49.2,0,0.172,949.1,none,Normal,0
2675,2025-01-10 06:50:00,CAL-030,Materials-QC,material_characterization,BATCH-1741,27.79,54.27,152.57,118.23,110.76,7.47,14.97,1.81,123.59,154.5,22.06,81.76,100.02,146.37,38.13,3.251,68.33,2.954,76.6,5.81,62.63,0.239,0.559,254.9,sensor_drift,Warning,1
2676,2025-01-10 06:55:00,CAL-009,Battery-Lab,thermal_manufacturing,BATCH-2337,27.13,46.42,112.74,189.57,185.58,3.99,9.43,4.51,189.26,202.44,22.04,159.23,173.89,96.56,86.55,3.302,54.03,0.867,44.42,0.48,40.68,0.216,0.233,640.3,none,Normal,0
2677,2025-01-10 07:00:00,CAL-016,Battery-Lab,material_characterization,BATCH-6653,28.28,56.54,114.53,96.33,92.54,3.79,7.65,5.68,102.33,124.15,19.45,74.35,86.69,100.4,67.74,3.261,59.65,0.966,46.15,0.49,57.17,0.151,0.271,708.0,none,Normal,0
2678,2025-01-10 07:05:00,CAL-009,Materials-QC,chemical_processing,BATCH-9370,27.13,54.64,67.97,112.05,108.54,3.51,8.16,5.54,117.24,138.85,2.45,102.74,115.92,87.61,71.63,3.318,46.32,0.68,58.24,1.16,49.5,0.097,0.103,897.1,none,Normal,0
2679,2025-01-10 07:10:00,CAL-008,Thermal-Manufacturing,polymer_curing,BATCH-7733,27.65,48.98,103.37,140.88,136.98,3.9,6.61,5.16,144.86,152.85,0,123.03,135.32,64.39,62.76,3.306,49.35,1.497,45.63,2.35,37.04,0.044,0.157,957.9,none,Normal,0
2680,2025-01-10 07:15:00,CAL-024,Battery-Lab,material_characterization,BATCH-1511,31.28,66.4,155.66,102.92,96.98,5.94,13.83,4.8,107.41,133.27,50.56,77.03,96.48,136.15,49.85,3.256,72.63,3.709,76.15,2.61,60.97,0.287,0.58,350.9,minor_phase_transition_shift,Warning,1
2681,2025-01-10 07:20:00,CAL-020,Battery-Lab,chemical_processing,BATCH-9551,27.83,59.79,106.49,134.3,129.43,4.87,11.48,5.65,137.3,153.66,12.76,102.23,124.8,116.33,72.25,3.206,62.7,1.833,44.17,4.56,52.0,0.184,0.289,719.6,none,Normal,0
2682,2025-01-10 07:25:00,CAL-005,Materials-QC,thermal_manufacturing,BATCH-3437,25.89,57.29,159.09,213.99,208.1,5.89,10.64,4.34,217.81,234.73,18.85,159.2,176.66,98.57,53.67,3.328,59.74,2.306,88.38,3.34,59.45,0.392,0.344,595.8,reduced_heat_dissipation,Warning,1
2683,2025-01-10 07:30:00,CAL-018,Reactor-Line-A,thermal_manufacturing,BATCH-3432,32.23,59.71,78.45,172.22,171.32,0.9,12.92,6.52,171.66,180.05,3.88,168.18,183.6,81.99,81.73,3.278,65.61,0.462,29.75,2.52,42.61,0.127,0.046,966.8,none,Normal,0
2684,2025-01-10 07:35:00,CAL-018,Polymer-Unit,chemical_processing,BATCH-5522,30.07,49.89,180.75,158.74,153.37,5.37,14.99,4.51,167.26,201.06,26.5,101.79,127.34,124.59,46.58,3.27,69.38,3.259,104.94,4.9,63.3,0.349,0.609,385.9,incipient_overheating,Warning,1
2685,2025-01-10 07:40:00,CAL-008,Reactor-Line-A,thermal_manufacturing,BATCH-4893,28.96,61.01,131.78,208.3,202.13,6.17,10.82,7.46,212.04,233.45,26.06,157.62,171.96,63.89,65.1,3.289,58.36,2.046,53.44,1.96,52.87,0.172,0.377,661.8,none,Normal,0
2686,2025-01-10 07:45:00,CAL-004,Materials-QC,polymer_curing,BATCH-9152,28.7,36.91,84.05,149.29,146.87,2.42,7.36,7.5,150.52,158.57,6.96,130.89,147.41,64.87,73.2,3.271,36.47,0.078,50.19,0,50.49,0.066,0.095,1087.3,none,Normal,0
2687,2025-01-10 07:50:00,CAL-004,Thermal-Manufacturing,energy_storage_testing,BATCH-2645,30.3,67.21,173.68,88.98,83.76,5.22,12.4,4.15,95.47,112.83,53.81,59.62,80.17,162.25,35.46,3.243,77.2,3.001,94.82,3.88,52.86,0.439,0.576,514.2,minor_phase_transition_shift,Warning,1
2688,2025-01-10 07:55:00,CAL-020,Polymer-Unit,energy_storage_testing,BATCH-5312,24.48,56.61,94.98,79.24,75.73,3.51,9.27,7.42,80.35,87.6,3.82,58.67,68.84,100.68,80.48,3.342,47.5,0.965,46.31,0,39.54,0.186,0.088,914.4,none,Normal,0
2689,2025-01-10 08:00:00,CAL-011,Materials-QC,energy_storage_testing,BATCH-2529,29.28,65.1,215.25,145.74,139.96,5.78,17.48,3.81,161.16,193.98,44.99,61.3,85.45,190.46,44.72,3.231,81.9,4.709,119.76,7.2,63.0,0.543,0.722,249.5,severe_overheating,Critical,1
2690,2025-01-10 08:05:00,CAL-029,Materials-QC,material_characterization,BATCH-9385,32.24,45.05,151.93,132.03,125.56,6.47,13.23,3.11,137.16,172.29,36.85,77.69,96.27,159.2,33.11,3.235,78.06,3.593,86.34,5.72,57.59,0.372,0.639,215.6,heat_dissipation_failure,Critical,1
2691,2025-01-10 08:10:00,CAL-027,Battery-Lab,material_characterization,BATCH-4325,28.33,41.74,87.2,94.93,92.27,2.66,9.0,6.2,96.73,111.6,4.51,74.54,85.27,52.1,64.15,3.321,59.11,0.862,23.9,1.42,46.51,0.15,0.202,983.8,none,Normal,0
2692,2025-01-10 08:15:00,CAL-018,Materials-QC,energy_storage_testing,BATCH-7158,30.04,40.65,129.34,90.04,88.41,1.63,11.11,5.31,92.25,108.59,3.17,58.28,68.58,63.92,64.29,3.316,55.49,1.048,40.54,0.64,47.76,0.159,0.082,874.3,none,Normal,0
2693,2025-01-10 08:20:00,CAL-009,Materials-QC,chemical_processing,BATCH-3818,25.47,57.53,99.12,119.04,116.21,2.83,8.71,6.02,116.75,119.8,6.45,104.05,116.58,97.42,64.3,3.29,44.42,1.14,39.44,1.46,48.09,0.083,0.112,937.0,none,Normal,0
2694,2025-01-10 08:25:00,CAL-030,Reactor-Line-B,polymer_curing,BATCH-2160,27.69,59.21,142.44,164.96,159.41,5.55,9.24,3.72,169.78,197.28,24.42,128.68,146.78,135.58,56.96,3.271,60.36,2.25,66.88,3.59,62.1,0.219,0.422,724.8,minor_phase_transition_shift,Warning,1
2695,2025-01-10 08:30:00,CAL-021,Polymer-Unit,thermal_manufacturing,BATCH-7692,27.03,52.4,168.02,204.26,198.35,5.91,12.88,3.65,209.71,221.04,25.42,166.32,185.51,144.29,53.17,3.283,63.81,3.761,71.18,5.22,58.09,0.301,0.446,609.2,reduced_heat_dissipation,Warning,1
2696,2025-01-10 08:35:00,CAL-016,Reactor-Line-B,thermal_manufacturing,BATCH-4913,28.51,45.22,181.36,207.95,201.66,6.29,12.35,3.38,212.9,247.41,36.05,167.97,192.01,130.66,43.43,3.284,71.4,2.64,64.95,5.86,76.36,0.324,0.609,528.8,reduced_heat_dissipation,Warning,1
2697,2025-01-10 08:40:00,CAL-019,Thermal-Manufacturing,energy_storage_testing,BATCH-6242,24.18,44.04,140.61,82.68,81.44,1.24,11.06,5.64,86.49,105.76,10.97,60.96,79.04,119.36,63.18,3.328,61.84,1.337,49.19,3.41,53.73,0.216,0.275,767.3,none,Normal,0
2698,2025-01-10 08:45:00,CAL-027,Thermal-Manufacturing,thermal_manufacturing,BATCH-7301,29.46,68.31,121.74,181.12,175.93,5.19,10.69,4.85,184.88,192.27,17.27,162.78,179.04,107.37,48.59,3.264,65.23,1.537,43.72,1.21,61.82,0.222,0.205,731.8,none,Normal,0
2699,2025-01-10 08:50:00,CAL-009,Battery-Lab,thermal_manufacturing,BATCH-9574,22.15,45.08,80.9,189.25,188.65,0.6,8.25,4.77,189.62,200.88,11.94,163.46,175.4,74.77,77.77,3.315,48.74,1.224,55.96,4.55,54.78,0.19,0.207,686.5,none,Normal,0
2700,2025-01-10 08:55:00,CAL-011,Polymer-Unit,material_characterization,BATCH-2184,26.24,50.94,128.92,93.33,90.21,3.12,8.58,5.85,93.83,110.29,22.05,76.21,88.61,57.26,69.32,3.234,55.82,1.697,38.8,3.01,72.77,0.232,0.286,662.9,none,Normal,0
2701,2025-01-10 09:00:00,CAL-008,Materials-QC,chemical_processing,BATCH-9569,26.93,63.51,150.03,158.78,153.65,5.13,14.62,5.29,170.38,199.34,21.03,103.47,118.95,102.44,69.02,3.27,72.24,3.82,84.27,3.44,73.64,0.29,0.501,388.6,sensor_drift,Warning,1
2702,2025-01-10 09:05:00,CAL-014,Reactor-Line-B,polymer_curing,BATCH-3266,26.94,39.24,112.36,154.69,149.29,5.4,9.81,4.04,158.11,169.16,11.05,126.36,137.91,90.88,57.48,3.303,45.44,1.802,43.54,2.17,41.89,0.067,0.251,811.9,none,Normal,0
2703,2025-01-10 09:10:00,CAL-004,Battery-Lab,chemical_processing,BATCH-2134,31.22,58.88,86.1,115.48,111.9,3.58,5.16,7.37,120.91,132.28,0,100.43,117.61,74.11,66.84,3.278,43.17,1.228,32.55,2.32,54.19,0.157,0.097,906.3,none,Normal,0
2704,2025-01-10 09:15:00,CAL-015,Reactor-Line-B,thermal_manufacturing,BATCH-8537,29.17,37.52,94.2,191.23,188.41,2.82,9.86,6.06,190.59,196.72,7.12,162.27,175.39,76.08,45.86,3.301,47.57,1.231,64.06,0.66,49.33,0.072,0.164,969.3,none,Normal,0
2705,2025-01-10 09:20:00,CAL-022,Polymer-Unit,energy_storage_testing,BATCH-4998,25.7,60.05,109.96,88.28,85.61,2.67,11.17,3.12,94.26,103.05,2.86,59.61,73.0,59.91,53.07,3.285,43.48,1.403,62.33,2.04,52.27,0.069,0.182,704.9,none,Normal,0
2706,2025-01-10 09:25:00,CAL-002,Battery-Lab,material_characterization,BATCH-2064,30.04,59.63,185.29,108.82,103.58,5.24,12.65,2.68,116.92,151.46,20.44,74.07,94.07,125.84,53.37,3.252,65.14,3.188,61.58,3.13,65.56,0.306,0.504,304.7,reduced_heat_dissipation,Warning,1
2707,2025-01-10 09:30:00,CAL-005,Battery-Lab,energy_storage_testing,BATCH-9369,27.73,66.83,112.53,86.22,82.67,3.55,11.39,6.1,94.44,125.46,18.91,58.89,74.91,177.79,61.32,3.291,55.63,2.522,74.47,1.97,47.49,0.241,0.369,731.7,none,Normal,0
2708,2025-01-10 09:35:00,CAL-022,Polymer-Unit,material_characterization,BATCH-9912,26.53,42.66,87.39,106.55,105.05,1.5,7.06,6.07,107.86,119.05,0,74.48,85.93,89.08,84.7,3.284,42.1,0.695,45.14,2.69,43.77,0.055,0.139,989.4,none,Normal,0
2709,2025-01-10 09:40:00,CAL-022,Reactor-Line-B,thermal_manufacturing,BATCH-3997,28.35,49.83,170.64,193.7,188.83,4.87,10.82,5.5,202.59,219.47,27.45,163.58,179.8,97.71,56.56,3.27,60.97,1.724,50.94,4.38,53.9,0.271,0.362,678.9,minor_phase_transition_shift,Warning,1
2710,2025-01-10 09:45:00,CAL-016,Battery-Lab,thermal_manufacturing,BATCH-4226,31.19,64.61,144.07,196.1,192.24,3.86,11.23,3.9,204.91,221.13,9.87,165.64,179.12,110.99,54.02,3.314,56.57,1.017,58.02,4.92,60.59,0.163,0.24,717.2,none,Normal,0
2711,2025-01-10 09:50:00,CAL-005,Thermal-Manufacturing,polymer_curing,BATCH-1063,28.48,51.67,116.59,161.76,155.51,6.25,10.13,5.06,163.73,188.15,16.89,124.31,134.81,112.96,54.49,3.256,59.61,2.297,70.65,5.9,70.97,0.274,0.428,532.1,sensor_drift,Warning,1
2712,2025-01-10 09:55:00,CAL-006,Reactor-Line-A,chemical_processing,BATCH-9647,27.36,48.23,148.39,140.14,135.28,4.86,14.14,5.58,144.11,154.51,23.45,96.97,121.94,56.22,63.17,3.31,71.88,2.4,73.92,3.69,38.3,0.242,0.323,562.1,reduced_heat_dissipation,Warning,1
2713,2025-01-10 10:00:00,CAL-017,Polymer-Unit,polymer_curing,BATCH-8703,29.94,38.69,94.98,138.75,137.74,1.01,11.06,7.21,147.1,150.89,5.25,124.61,142.17,81.35,79.8,3.25,56.01,0.931,46.71,0.5,39.95,0.021,0.108,893.2,none,Normal,0
2714,2025-01-10 10:05:00,CAL-026,Reactor-Line-A,thermal_manufacturing,BATCH-2504,29.39,52.72,87.99,173.11,172.51,0.6,5.55,5.67,176.58,189.9,3.99,165.27,173.24,54.9,75.59,3.231,53.42,0.304,42.65,2.27,54.43,0.002,0.108,906.4,none,Normal,0
2715,2025-01-10 10:10:00,CAL-016,Battery-Lab,thermal_manufacturing,BATCH-6512,25.18,48.96,75.14,187.73,183.95,3.78,10.11,5.69,194.68,195.81,12.41,164.82,178.21,90.96,50.9,3.297,54.28,1.914,47.22,2.09,45.75,0.089,0.175,861.3,none,Normal,0
2716,2025-01-10 10:15:00,CAL-017,Thermal-Manufacturing,polymer_curing,BATCH-4054,23.95,41.9,153.12,156.39,152.52,3.87,11.45,4.7,155.0,175.46,15.63,122.39,137.83,139.15,63.71,3.274,65.87,1.908,56.76,3.53,56.8,0.219,0.351,649.7,minor_phase_transition_shift,Warning,1
2717,2025-01-10 10:20:00,CAL-029,Reactor-Line-B,thermal_manufacturing,BATCH-1227,27.42,46.12,84.99,180.55,175.32,5.23,8.99,7.13,184.2,194.15,9.89,158.69,169.1,70.22,67.16,3.272,46.41,0.994,36.19,0,34.39,0.1,0.198,1026.8,none,Normal,0
2718,2025-01-10 10:25:00,CAL-029,Reactor-Line-A,polymer_curing,BATCH-9710,23.41,56.66,94.78,142.7,141.26,1.44,8.3,6.47,144.81,153.48,0.78,120.46,128.18,63.48,70.52,3.288,48.04,0.528,55.78,1.28,40.62,0.119,0.058,940.3,none,Normal,0
2719,2025-01-10 10:30:00,CAL-004,Materials-QC,energy_storage_testing,BATCH-5744,28.75,45.14,96.7,89.97,87.22,2.75,7.67,5.41,90.48,112.13,0,55.67,71.42,83.48,67.21,3.314,45.72,0.9,52.81,2.03,51.04,0.109,0.22,812.7,none,Normal,0
2720,2025-01-10 10:35:00,CAL-010,Thermal-Manufacturing,energy_storage_testing,BATCH-3535,26.08,54.78,92.85,68.27,65.6,2.67,9.29,5.34,69.84,77.72,7.67,58.17,71.84,50.22,68.94,3.315,38.15,0.605,65.34,1.4,43.04,0.143,0.111,933.0,none,Normal,0
2721,2025-01-10 10:40:00,CAL-004,Thermal-Manufacturing,polymer_curing,BATCH-6039,30.01,47.67,124.28,137.25,133.97,3.28,11.05,6.89,139.96,153.9,13.3,122.18,131.01,92.21,71.45,3.237,53.78,1.025,34.92,0.5,49.93,0.097,0.302,789.0,none,Normal,0
2722,2025-01-10 10:45:00,CAL-018,Reactor-Line-A,polymer_curing,BATCH-6562,29.01,63.32,121.62,169.12,161.88,7.24,12.99,5.62,177.93,202.76,26.91,126.26,148.62,181.37,42.45,3.256,59.14,3.071,61.67,3.3,57.64,0.313,0.496,458.9,sensor_drift,Warning,1
2723,2025-01-10 10:50:00,CAL-026,Reactor-Line-B,thermal_manufacturing,BATCH-3440,26.25,65.25,84.59,211.95,208.46,3.49,9.98,6.14,222.96,242.48,23.07,163.52,182.69,102.13,75.62,3.299,50.61,1.665,64.35,3.17,47.26,0.25,0.397,676.8,sensor_drift,Warning,1
2724,2025-01-10 10:55:00,CAL-012,Polymer-Unit,chemical_processing,BATCH-6915,26.61,60.87,108.39,117.22,115.65,1.57,11.25,8.68,117.32,128.33,4.56,100.56,113.15,48.92,66.26,3.314,49.26,1.378,45.9,0,34.39,0.075,0.097,889.9,none,Normal,0
